pl;pw;sl;sw;id
5.3;3.3;1.5;0.4;2282
5.1;4.1;1.5;0.1;2283
5.5;4.0;1.4;0.2;2284
4.8;3.0;1.4;0.1;2285
5.0;3.1;1.2;0.3;2286
5.3;3.4;1.3;0.3;2287
4.9;3.1;1.3;0.2;2288
4.3;2.9;1.3;0.2;2289
4.9;3.3;1.5;0.1;2290
5.0;3.6;1.1;0.3;2291
4.4;2.4;1.1;0.3;2292
4.9;3.4;1.6;0.7;2294
5.1;3.7;1.8;0.5;2295
4.8;2.9;1.2;0.4;2296
5.1;3.7;1.5;0.3;2297
4.6;3.2;1.2;0.1;2298
5.2;3.6;1.4;0.2;2299
4.8;3.3;1.3;0.1;2300
6.1;2.8;4.7;1.3;2324
6.6;2.8;5.0;1.8;2328
5.5;2.4;3.8;1.1;2331
5.8;2.5;4.0;1.2;2343
6.3;3.4;5.9;2.5;2351
5.7;2.6;5.0;2.1;2352
7.0;2.8;5.8;2.0;2353
6.3;2.8;5.6;1.9;2354
6.4;3.0;5.8;2.2;2355
7.5;2.9;6.6;2.1;2356
5.0;2.5;4.5;1.8;2357
7.3;2.9;6.3;1.8;2358
6.6;2.6;5.7;1.9;2359
7.2;3.6;6.0;2.6;2360
6.5;3.2;5.2;1.9;2361
6.3;2.6;5.2;1.9;2362
6.8;3.0;5.5;2.1;2363
5.6;2.5;5.0;2.0;2364
5.9;2.8;5.1;2.3;2365
6.2;3.1;5.3;2.3;2366
6.4;3.1;5.4;1.9;2367
7.6;3.7;6.7;2.3;2368
7.8;2.5;6.9;2.3;2369
6.0;2.2;4.9;1.6;2370
6.9;3.2;5.6;2.2;2371
7.7;2.9;6.7;2.0;2373
6.3;2.6;4.8;1.7;2374
7.0;3.2;5.9;1.7;2376
6.3;2.8;4.9;1.8;2377
6.0;3.1;4.8;1.8;2378
6.4;2.7;5.5;2.2;2379
7.2;2.8;6.0;2.1;2381
7.8;3.8;6.3;1.9;2382
6.2;2.6;5.6;2.2;2383
6.3;2.7;5.1;1.5;2384
6.2;2.6;5.7;1.4;2385
7.6;3.0;6.1;2.2;2386
6.3;3.2;5.5;2.4;2387
6.3;3.0;5.5;1.9;2388
6.0;2.8;4.6;1.8;2389
6.9;3.0;5.4;2.2;2390
6.7;3.0;5.6;2.6;2391
6.8;3.0;5.0;2.3;2392
5.8;2.6;5.0;1.8;2393
6.7;3.3;5.7;2.7;2395
6.8;3.0;5.2;2.4;2396
6.2;2.5;5.0;1.9;2397
6.4;2.9;5.2;2.1;2398
6.1;3.4;5.4;2.5;2399
5.9;2.9;5.0;1.9;2400
5.2;3.5;1.4;0.1;2401
4.8;2.9;1.3;0.2;2402
4.6;3.1;1.2;0.3;2403
4.6;3.0;1.4;0.3;2404
5.0;3.5;1.3;0.3;2405
5.2;3.8;1.6;0.3;2406
4.5;3.3;1.3;0.4;2407
4.9;3.4;1.5;0.2;2408
4.3;2.9;1.3;0.3;2409
4.8;3.3;1.4;0.4;2412
4.9;3.0;1.3;0.2;2413
4.2;2.9;1.1;0.2;2414
5.8;3.9;1.1;0.2;2415
5.4;3.7;1.3;0.4;2417
5.1;3.5;1.3;0.3;2418
5.5;3.7;1.7;0.4;2419
4.9;3.7;1.6;0.3;2420
5.3;3.3;1.6;0.2;2421
5.1;3.7;1.5;0.4;2422
5.0;3.3;1.6;0.4;2424
4.8;3.4;1.9;0.4;2425
5.1;2.8;1.5;0.3;2426
5.0;3.3;1.5;0.6;2427
5.2;3.4;1.5;0.3;2428
4.8;3.1;1.5;0.3;2430
4.7;3.0;1.6;0.1;2431
5.2;4.2;1.4;0.2;2433
5.5;4.2;1.4;0.2;2434
4.8;3.1;1.3;0.2;2435
5.6;3.5;1.3;0.2;2437
4.8;3.1;1.5;0.1;2438
4.4;2.9;1.2;0.3;2439
5.2;3.3;1.6;0.2;2440
4.9;3.5;1.2;0.4;2441
4.5;2.4;1.3;0.3;2442
4.4;3.1;1.2;0.3;2443
4.8;3.4;1.5;0.8;2444
5.0;3.7;1.8;0.4;2445
4.7;3.0;1.3;0.4;2446
5.2;3.7;1.6;0.3;2447
4.7;3.2;1.3;0.3;2448
5.2;3.7;1.5;0.4;2449
6.5;2.8;4.5;1.3;2459
5.7;3.0;3.6;1.3;2465
6.2;2.3;4.4;1.6;2469
5.5;2.5;3.8;1.0;2470
6.2;2.9;4.1;1.3;2475
6.6;3.0;5.0;1.7;2478
5.8;2.5;3.6;1.1;2480
5.5;2.3;3.5;0.9;2482
5.6;2.4;3.9;1.4;2490
5.9;2.9;4.6;1.6;2492
5.7;2.5;3.9;1.2;2493
4.9;2.2;3.3;1.0;2494
5.4;2.6;4.3;1.3;2495
6.3;3.3;5.8;2.4;2501
5.7;2.7;5.0;1.8;2502
7.1;2.9;5.8;2.1;2503
6.4;2.9;5.5;1.8;2504
6.4;2.8;5.7;2.2;2505
7.5;2.8;6.6;2.2;2506
6.7;2.4;5.8;1.8;2509
7.2;3.5;6.0;2.4;2510
6.4;3.1;5.1;2.0;2511
6.4;2.6;5.2;1.9;2512
6.9;2.9;5.5;2.1;2513
5.7;2.4;4.9;1.9;2514
5.9;2.7;5.0;2.5;2515
6.3;3.2;5.2;2.4;2516
6.5;2.8;5.5;1.9;2517
7.7;3.8;6.7;2.2;2518
7.7;2.5;6.9;2.4;2519
5.9;2.2;5.0;1.7;2520
6.8;3.1;5.5;2.3;2521
5.5;2.7;4.7;2.1;2522
7.6;2.8;6.7;2.2;2523
6.1;2.6;4.9;1.9;2524
6.7;3.3;5.7;2.2;2525
7.2;3.1;6.0;1.8;2526
6.0;2.8;4.7;1.7;2527
6.1;3.1;4.8;1.8;2528
6.4;2.7;5.6;2.1;2529
7.0;3.0;5.8;1.6;2530
7.4;2.7;6.0;1.9;2531
7.9;3.7;6.4;2.1;2532
6.5;2.8;5.5;2.2;2533
6.2;2.9;5.0;1.5;2534
6.0;2.6;5.4;1.4;2535
7.7;3.0;6.1;2.2;2536
6.4;3.0;5.4;1.8;2538
6.0;2.9;4.8;1.8;2539
6.9;3.1;5.4;2.2;2540
6.7;3.2;5.6;2.5;2541
6.9;3.2;5.1;2.4;2542
5.7;2.8;4.9;2.0;2543
6.8;3.2;5.8;2.2;2544
6.6;3.2;5.7;2.6;2545
6.7;3.0;5.2;2.3;2546
6.1;2.5;5.0;1.8;2547
6.5;2.9;5.2;2.0;2548
5.9;3.0;5.1;1.8;2550
5.0;3.5;1.4;0.3;2551
5.0;2.9;1.3;0.3;2552
4.7;3.2;1.2;0.1;2553
4.5;3.0;1.4;0.3;2554
5.0;3.6;1.3;0.3;2555
5.3;3.8;1.6;0.4;2556
4.6;3.4;1.2;0.4;2557
4.9;3.3;1.4;0.3;2558
4.4;2.7;1.3;0.3;2559
4.8;3.0;1.5;0.1;2560
5.3;3.6;1.5;0.2;2561
4.8;3.4;1.5;0.4;2562
4.7;2.9;1.3;0.1;2563
5.8;3.9;1.2;0.3;2565
5.5;4.2;1.4;0.3;2566
5.4;3.9;1.2;0.4;2567
5.1;3.5;1.3;0.4;2568
5.5;3.8;1.6;0.5;2569
5.3;3.4;1.7;0.2;2571
4.6;3.6;1.0;0.3;2573
5.1;3.2;1.6;0.6;2574
4.7;3.5;1.9;0.2;2575
5.0;2.8;1.6;0.3;2576
5.0;3.4;1.6;0.5;2577
5.0;3.4;1.5;0.3;2578
5.1;3.3;1.3;0.3;2579
4.5;3.3;1.6;0.2;2580
4.6;2.9;1.7;0.2;2581
5.4;3.3;1.4;0.5;2582
5.2;4.1;1.5;0.1;2583
5.4;4.1;1.5;0.2;2584
4.9;3.0;1.3;0.1;2585
4.9;3.2;1.0;0.4;2586
5.5;3.4;1.2;0.2;2587
5.0;2.9;1.4;0.1;2588
4.4;3.1;1.3;0.4;2589
5.1;3.4;1.4;0.3;2590
4.8;3.4;1.1;0.3;2591
4.4;2.2;1.1;0.4;2592
4.4;3.2;1.2;0.2;2593
4.9;3.5;1.5;0.7;2594
5.0;3.7;1.8;0.5;2595
4.6;2.9;1.3;0.3;2596
5.1;3.8;1.6;0.3;2597
4.6;3.1;1.4;0.3;2598
5.3;3.6;1.4;0.3;2599
4.9;3.2;1.4;0.1;2600
5.6;2.8;4.5;1.3;2606
6.2;3.3;4.6;1.6;2607
5.0;2.0;3.4;0.9;2611
5.6;2.4;3.7;1.1;2620
5.9;3.2;4.9;1.9;2621
6.2;2.4;5.0;1.6;2623
6.5;3.0;5.1;1.8;2628
5.5;2.4;3.7;1.1;2631
6.2;2.4;4.3;1.4;2638
5.5;2.6;4.4;1.1;2641
5.7;3.0;4.3;1.4;2647
6.1;2.9;4.3;1.3;2648
6.2;3.4;6.1;2.7;2651
5.8;2.8;5.0;2.0;2652
7.1;3.0;5.9;2.2;2653
6.2;3.0;5.5;1.9;2654
6.5;3.0;5.7;2.2;2655
7.5;2.9;6.6;2.2;2656
4.8;2.4;4.5;1.7;2657
7.3;2.8;6.3;1.9;2658
6.7;2.3;5.9;1.9;2659
7.3;3.7;5.9;2.5;2660
6.4;3.2;5.0;2.0;2661
6.2;2.7;5.2;1.9;2662
6.8;2.9;5.3;2.2;2663
5.7;2.7;5.1;2.5;2665
6.3;3.1;5.3;2.3;2666
6.3;3.0;5.4;1.9;2667
7.8;3.9;6.7;2.2;2668
5.8;2.2;4.9;1.6;2670
6.9;3.2;5.7;2.4;2671
5.5;2.8;4.8;2.1;2672
7.5;2.8;6.7;2.0;2673
6.3;2.6;4.8;1.9;2674
6.6;3.2;5.6;2.1;2675
7.0;3.1;6.1;1.9;2676
6.0;2.7;4.7;2.0;2677
6.3;2.9;5.5;2.0;2679
7.2;3.0;5.7;1.6;2680
7.5;2.9;6.2;2.0;2681
7.8;3.8;6.4;2.0;2682
6.5;2.7;5.5;2.3;2683
6.2;2.9;5.2;1.5;2684
6.1;2.5;5.5;1.4;2685
7.6;3.0;5.9;2.3;2686
6.4;3.3;5.5;2.6;2687
6.3;3.0;5.5;1.9;2688
5.9;2.9;4.7;1.9;2689
6.9;3.0;5.5;2.2;2690
6.7;3.1;5.5;2.4;2691
7.0;3.0;5.0;2.4;2692
5.6;2.7;5.0;2.0;2693
6.7;3.3;5.8;2.2;2694
6.8;3.3;5.6;2.6;2695
6.7;3.0;5.0;2.3;2696
6.2;2.5;5.0;2.0;2697
6.5;2.8;5.3;2.1;2698
6.1;3.3;5.3;2.4;2699
5.8;2.9;5.1;1.8;2700
5.0;3.4;1.3;0.2;2701
4.8;2.9;1.4;0.3;2702
4.7;3.1;1.2;0.4;2703
4.5;3.0;1.4;0.3;2704
5.0;3.7;1.3;0.2;2705
5.5;3.9;1.6;0.5;2706
4.5;3.3;1.4;0.4;2707
4.9;3.4;1.4;0.3;2708
4.4;2.9;1.3;0.2;2709
4.9;3.1;1.4;0.1;2710
5.4;3.6;1.6;0.2;2711
4.7;3.0;1.5;0.1;2713
4.2;3.0;1.0;0.1;2714
5.9;4.1;1.3;0.4;2715
5.8;4.4;1.3;0.4;2716
5.3;3.8;1.3;0.6;2717
5.0;3.5;1.4;0.4;2718
5.6;3.7;1.6;0.4;2719
5.1;3.8;1.4;0.5;2720
5.3;3.3;1.5;0.1;2721
4.9;3.4;1.7;0.6;2724
4.7;3.3;1.9;0.4;2725
5.0;3.0;1.6;0.2;2726
4.8;3.3;1.6;0.5;2727
5.2;3.5;1.5;0.2;2728
5.1;3.3;1.3;0.3;2729
4.6;3.1;1.5;0.3;2730
4.7;3.1;1.6;0.2;2731
5.4;3.4;1.4;0.5;2732
5.1;4.0;1.4;0.2;2733
5.5;4.2;1.5;0.3;2734
4.9;3.1;1.4;0.1;2735
4.9;3.1;1.2;0.2;2736
5.4;3.4;1.2;0.2;2737
4.8;3.0;1.5;0.1;2738
4.5;3.0;1.2;0.2;2739
4.9;3.5;1.2;0.4;2741
4.5;2.2;1.3;0.3;2742
4.3;3.3;1.3;0.3;2743
5.0;3.5;1.6;0.6;2744
5.1;3.8;1.8;0.5;2745
4.9;2.9;1.2;0.3;2746
5.1;3.9;1.6;0.2;2747
4.6;3.1;1.4;0.3;2748
5.3;3.6;1.4;0.2;2749
7.1;3.2;4.7;1.5;2751
4.9;2.3;3.2;1.0;2758
6.4;2.8;4.6;1.3;2759
6.7;3.1;4.4;1.4;2766
5.6;2.9;4.5;1.6;2767
6.2;2.0;4.4;1.6;2769
5.5;2.3;3.6;1.2;2781
5.4;2.4;3.5;0.9;2782
5.9;3.3;4.5;1.8;2786
5.0;2.4;3.0;1.1;2799
6.1;3.4;5.9;2.7;2801
5.8;2.6;5.2;1.9;2802
7.2;2.9;5.8;2.2;2803
6.3;2.8;5.6;1.8;2804
7.5;3.0;6.5;2.2;2806
7.2;2.8;6.3;2.0;2808
6.7;2.4;5.7;1.9;2809
7.1;3.5;6.0;2.5;2810
6.5;3.2;5.0;2.0;2811
6.4;2.6;5.4;1.9;2812
6.8;2.9;5.5;2.1;2813
5.6;2.5;5.0;2.1;2814
5.7;2.6;5.0;2.5;2815
6.4;3.1;5.2;2.4;2816
6.5;2.9;5.4;1.8;2817
7.6;3.8;6.8;2.3;2818
7.7;2.4;6.9;2.3;2819
5.8;2.2;4.9;1.7;2820
6.8;3.3;5.6;2.3;2821
5.6;2.8;4.9;2.0;2822
7.6;2.8;6.6;2.0;2823
6.2;2.6;4.7;1.9;2824
6.7;3.2;5.6;2.2;2825
7.2;3.1;5.9;1.7;2826
6.2;2.9;4.8;1.9;2828
6.3;2.7;5.6;2.3;2829
7.3;2.7;6.1;1.9;2831
7.9;3.8;6.4;2.2;2832
6.3;2.9;5.7;2.3;2833
6.2;2.7;5.1;1.4;2834
6.2;2.5;5.6;1.4;2835
7.7;3.0;6.1;2.4;2836
6.3;3.4;5.6;2.5;2837
6.4;3.1;5.3;1.9;2838
6.0;2.9;4.7;1.8;2839
6.9;3.0;5.4;2.2;2840
6.6;2.9;5.5;2.4;2841
6.8;3.1;5.0;2.2;2842
5.9;2.6;5.1;2.0;2843
6.8;3.1;5.9;2.4;2844
6.7;3.2;5.6;2.6;2845
6.7;3.0;5.3;2.2;2846
6.3;2.5;5.1;2.0;2847
6.1;3.4;5.3;2.3;2849
6.0;2.9;4.9;1.9;2850
4.7;3.1;1.4;0.3;2852
4.7;3.2;1.4;0.2;2853
4.5;3.0;1.4;0.2;2854
5.0;3.6;1.3;0.3;2855
5.3;3.8;1.7;0.5;2856
4.6;3.4;1.3;0.4;2857
4.9;3.3;1.4;0.2;2858
4.4;2.7;1.4;0.3;2859
4.9;3.0;1.4;0.2;2860
5.4;3.6;1.4;0.2;2861
4.7;3.3;1.6;0.1;2862
4.2;3.1;1.1;0.1;2864
5.8;4.0;1.2;0.1;2865
5.8;4.4;1.5;0.4;2866
5.4;3.9;1.2;0.5;2867
5.1;3.5;1.3;0.3;2868
5.7;3.8;1.8;0.3;2869
5.1;3.8;1.4;0.3;2870
5.2;3.2;1.8;0.3;2871
5.1;3.6;1.5;0.5;2872
4.5;3.5;1.0;0.3;2873
4.8;3.3;1.9;0.3;2875
4.9;3.4;1.5;0.3;2877
5.1;3.5;1.4;0.2;2879
4.6;3.1;1.7;0.3;2880
4.9;3.0;1.6;0.3;2881
5.1;3.9;1.5;0.1;2883
5.5;4.1;1.2;0.4;2884
4.9;2.9;1.5;0.3;2885
4.9;3.1;1.1;0.2;2886
5.4;3.5;1.1;0.2;2887
4.9;3.1;1.4;0.1;2888
4.3;3.1;1.2;0.4;2889
5.1;3.2;1.6;0.2;2890
4.9;3.5;1.1;0.4;2891
4.4;2.3;1.3;0.3;2892
4.4;3.1;1.3;0.3;2893
5.0;3.5;1.6;0.7;2894
5.1;3.7;1.8;0.5;2895
4.7;2.9;1.3;0.2;2896
5.0;3.7;1.6;0.2;2897
5.4;3.6;1.6;0.3;2899
4.9;3.3;1.4;0.2;2900
6.6;3.0;4.3;1.3;2916
6.3;2.4;4.9;1.5;2923
6.7;2.9;5.0;1.6;2928
5.9;2.6;5.0;1.6;2934
6.6;3.1;4.6;1.5;2937
5.6;2.9;4.0;1.5;2939
6.0;3.0;4.5;1.6;2942
5.5;2.6;4.3;1.3;2945
5.7;2.8;4.0;1.3;2950
6.3;3.1;5.9;2.6;2951
5.7;2.5;4.9;2.0;2952
7.0;3.0;6.0;2.1;2953
6.3;2.9;5.5;1.9;2954
6.5;3.0;5.9;2.4;2955
7.4;2.9;6.5;2.2;2956
4.8;2.3;4.4;1.7;2957
6.5;2.6;5.8;1.8;2959
7.1;3.6;6.0;2.6;2960
6.5;3.2;5.1;2.0;2961
6.4;2.7;5.3;2.1;2962
5.5;2.4;4.9;2.0;2964
5.7;2.7;5.2;2.4;2965
6.4;2.9;5.5;1.8;2967
7.6;3.7;6.6;2.1;2968
7.7;2.6;6.8;2.3;2969
5.8;2.1;4.9;1.7;2970
5.6;2.8;5.0;2.1;2972
6.1;2.7;4.9;1.7;2974
6.5;3.3;5.6;2.2;2975
7.2;3.0;6.0;1.9;2976
6.1;2.7;4.8;1.8;2977
6.1;2.9;4.9;1.8;2978
6.4;2.8;5.5;2.3;2979
7.2;2.8;5.8;1.7;2980
7.3;2.7;6.0;1.9;2981
7.9;3.8;6.4;2.0;2982
6.4;2.9;5.2;1.6;2984
6.1;2.6;5.5;1.5;2985
7.5;3.0;5.9;2.3;2986
6.1;3.4;5.5;2.6;2987
6.4;3.0;5.5;1.8;2988
5.9;2.9;4.8;1.9;2989
6.9;3.1;5.3;2.2;2990
6.7;3.1;5.4;2.6;2991
6.9;3.0;4.9;2.5;2992
5.8;2.8;5.1;2.0;2993
6.9;3.2;5.9;2.4;2994
6.7;2.9;5.3;2.3;2996
6.2;2.4;4.9;2.0;2997
6.5;3.0;5.1;2.1;2998
6.0;3.4;5.2;2.4;2999
6.0;3.0;5.0;1.9;3000
5.0;3.4;1.4;0.4;3001
5.0;3.0;1.4;0.2;3002
4.6;3.1;1.2;0.3;3003
4.5;3.0;1.4;0.3;3004
4.9;3.5;1.3;0.2;3005
5.4;4.0;1.6;0.5;3006
4.6;3.4;1.4;0.3;3007
5.0;3.3;1.4;0.3;3008
5.3;3.6;1.5;0.1;3011
4.8;3.3;1.5;0.3;3012
4.3;3.0;1.1;0.2;3014
5.9;3.9;1.1;0.4;3015
5.7;4.4;1.5;0.5;3016
5.4;3.8;1.2;0.4;3017
5.0;3.5;1.4;0.4;3018
5.7;3.8;1.6;0.5;3019
5.1;3.8;1.5;0.5;3020
5.1;3.6;1.4;0.5;3022
4.6;3.6;1.0;0.2;3023
5.1;3.3;1.7;0.5;3024
4.8;3.4;1.9;0.2;3025
4.9;2.9;1.6;0.2;3026
5.2;3.3;1.4;0.3;3029
4.6;3.3;1.5;0.1;3030
4.9;3.1;1.5;0.3;3031
5.5;3.3;1.3;0.5;3032
5.3;4.0;1.4;0.2;3033
5.4;4.1;1.4;0.3;3034
4.9;3.2;1.5;0.1;3035
4.9;3.2;1.2;0.3;3036
5.5;3.6;1.2;0.1;3037
4.7;3.2;1.5;0.1;3038
4.3;3.0;1.3;0.3;3039
5.0;3.5;1.2;0.2;3041
4.5;2.4;1.3;0.4;3042
4.4;3.2;1.3;0.3;3043
4.9;3.5;1.6;0.8;3044
5.1;3.7;1.8;0.4;3045
4.7;2.9;1.3;0.4;3046
5.0;3.7;1.7;0.4;3047
4.6;3.2;1.3;0.2;3048
5.2;3.8;1.5;0.1;3049
4.9;3.3;1.5;0.3;3050
6.4;2.7;4.6;1.5;3055
6.1;2.9;4.7;1.4;3064
5.9;3.1;4.7;1.8;3071
6.8;2.9;4.7;1.3;3077
6.0;2.9;4.5;1.7;3079
5.4;2.3;3.5;1.0;3082
6.0;3.3;4.4;1.7;3086
5.6;2.7;4.1;1.4;3095
6.2;3.2;5.9;2.6;3101
5.8;2.7;4.9;2.0;3102
7.2;2.9;6.0;2.1;3103
6.1;3.0;5.6;1.7;3104
6.5;2.9;5.9;2.2;3105
7.5;2.8;6.5;2.2;3106
4.9;2.4;4.4;1.8;3107
7.2;2.9;6.2;1.8;3108
6.7;2.5;5.8;1.9;3109
7.1;3.5;6.1;2.6;3110
6.3;3.1;5.1;2.0;3111
6.3;2.5;5.3;1.8;3112
6.8;3.0;5.4;2.1;3113
5.5;2.5;4.9;2.1;3114
5.8;2.8;5.1;2.5;3115
6.5;3.2;5.3;2.4;3116
6.3;3.0;5.5;1.8;3117
7.8;3.8;6.6;2.3;3118
7.5;2.4;6.8;2.3;3119
6.0;2.1;4.9;1.5;3120
6.8;3.1;5.8;2.5;3121
5.6;2.8;4.9;1.9;3122
7.6;2.8;6.6;2.0;3123
6.2;2.7;5.0;1.8;3124
6.8;3.3;5.6;2.1;3125
7.1;3.3;5.9;1.8;3126
6.0;2.9;4.8;1.8;3127
6.0;2.9;4.9;1.9;3128
6.4;2.6;5.6;2.1;3129
7.1;3.0;5.9;1.6;3130
7.5;2.7;6.1;1.9;3131
7.8;3.6;6.2;1.9;3132
6.3;2.7;5.7;2.3;3133
6.3;2.9;5.1;1.6;3134
6.2;2.4;5.5;1.3;3135
7.7;2.9;5.9;2.5;3136
6.2;3.4;5.6;2.4;3137
6.3;3.0;5.4;1.9;3138
6.0;3.0;4.8;1.8;3139
6.7;2.9;5.2;2.1;3140
6.6;3.1;5.6;2.6;3141
6.9;3.1;4.9;2.3;3142
5.8;2.6;5.2;1.9;3143
6.7;3.2;5.8;2.4;3144
6.7;3.3;5.5;2.6;3145
6.6;2.9;5.0;2.4;3146
6.2;2.5;4.9;2.0;3147
6.5;3.0;5.1;2.2;3148
6.1;3.3;5.3;2.5;3149
5.8;3.1;5.1;1.8;3150
5.1;3.4;1.5;0.3;3151
4.5;3.2;1.3;0.2;3153
4.5;2.9;1.4;0.4;3154
5.1;3.6;1.4;0.2;3155
5.5;3.8;1.6;0.5;3156
4.6;3.3;1.4;0.3;3157
5.1;3.3;1.5;0.2;3158
5.2;3.6;1.4;0.1;3161
4.6;3.5;1.6;0.3;3162
4.9;2.9;1.2;0.1;3163
4.3;3.1;1.1;0.3;3164
5.7;3.9;1.3;0.3;3165
5.7;4.4;1.4;0.6;3166
5.3;3.8;1.1;0.4;3167
4.9;3.4;1.4;0.5;3168
5.8;3.8;1.6;0.3;3169
5.0;3.6;1.5;0.4;3170
5.2;3.3;1.5;0.3;3171
4.4;3.5;1.0;0.4;3173
5.0;3.2;1.8;0.5;3174
4.6;3.3;1.7;0.3;3175
5.0;2.9;1.5;0.2;3176
5.1;3.2;1.6;0.4;3177
5.2;3.5;1.5;0.2;3178
5.1;3.5;1.4;0.3;3179
4.5;3.2;1.6;0.2;3180
4.8;3.0;1.6;0.2;3181
5.3;3.3;1.4;0.4;3182
5.1;4.2;1.5;0.1;3183
5.6;4.3;1.4;0.1;3184
4.9;2.9;1.5;0.1;3185
4.9;3.1;1.1;0.2;3186
4.8;3.0;1.5;0.2;3188
5.0;3.4;1.5;0.2;3190
5.0;3.4;1.2;0.3;3191
4.6;2.4;1.3;0.2;3192
4.3;3.1;1.3;0.4;3193
5.0;3.4;1.5;0.7;3194
4.7;2.9;1.3;0.3;3196
5.2;3.7;1.5;0.2;3197
4.5;3.1;1.3;0.4;3198
5.2;3.5;1.5;0.3;3199
5.0;3.2;1.3;0.1;3200
6.2;2.4;5.0;1.6;3223
6.0;2.8;4.7;1.1;3224
5.0;2.4;3.3;1.0;3244
5.6;2.8;4.2;1.3;3246
5.6;2.9;4.2;1.3;3247
6.1;3.0;4.3;1.3;3248
6.3;3.2;6.0;2.7;3251
5.7;2.6;5.1;2.0;3252
6.1;2.9;5.6;1.7;3254
6.5;3.0;5.9;2.3;3255
4.9;2.4;4.4;1.7;3257
7.3;2.8;6.1;1.8;3258
6.8;2.5;5.7;1.8;3259
7.2;3.6;6.2;2.5;3260
6.4;3.1;5.1;1.9;3261
6.4;2.6;5.3;2.0;3262
6.8;2.9;5.4;2.2;3263
5.6;2.5;5.0;2.2;3264
5.9;2.6;5.0;2.3;3265
6.4;3.1;5.4;2.2;3266
6.4;2.9;5.5;2.0;3267
7.6;2.5;6.8;2.2;3269
5.9;2.2;5.0;1.5;3270
6.9;3.1;5.7;2.2;3271
5.5;2.7;4.8;2.0;3272
7.7;2.8;6.8;2.0;3273
6.1;2.7;4.9;1.9;3274
6.7;3.2;5.7;2.2;3275
7.0;3.0;6.0;1.8;3276
6.1;2.8;4.8;1.8;3277
6.1;3.0;4.8;1.8;3278
6.4;2.9;5.6;2.1;3279
7.3;3.0;5.8;1.7;3280
7.3;2.7;5.9;1.9;3281
6.4;2.7;5.5;2.4;3283
6.2;2.9;5.1;1.6;3284
6.1;2.5;5.6;1.5;3285
7.6;2.9;6.1;2.5;3286
6.3;3.4;5.5;2.3;3287
6.5;3.0;5.5;1.9;3288
5.9;2.9;4.7;1.8;3289
6.8;3.0;5.5;2.2;3290
6.8;3.1;5.7;2.3;3291
6.8;3.0;5.1;2.2;3292
5.8;2.8;5.0;1.9;3293
6.9;3.2;5.8;2.3;3294
6.5;3.3;5.7;2.5;3295
6.6;3.0;5.2;2.5;3296
6.3;2.4;5.1;1.9;3297
6.1;3.3;5.3;2.4;3299
5.8;2.9;5.1;1.7;3300
5.0;3.4;1.4;0.2;3301
5.0;3.0;1.5;0.4;3302
4.7;3.3;1.2;0.2;3303
4.5;3.0;1.5;0.3;3304
5.0;3.5;1.4;0.1;3305
5.3;3.8;1.7;0.3;3306
4.5;3.4;1.4;0.3;3307
5.0;3.4;1.5;0.2;3308
4.5;2.8;1.4;0.3;3309
4.9;3.0;1.5;0.1;3310
5.4;3.6;1.5;0.2;3311
4.7;3.5;1.6;0.3;3312
4.8;2.9;1.4;0.2;3313
5.6;4.0;1.1;0.3;3315
5.6;4.4;1.4;0.4;3316
5.3;4.0;1.2;0.4;3317
5.0;3.3;1.5;0.3;3318
5.6;3.6;1.7;0.4;3319
5.0;3.9;1.6;0.3;3320
5.4;3.4;1.5;0.2;3321
5.1;3.6;1.5;0.4;3322
4.6;3.5;0.9;0.3;3323
5.1;3.2;1.5;0.5;3324
4.9;3.3;2.0;0.4;3325
5.0;2.8;1.6;0.4;3326
4.8;3.3;1.6;0.5;3327
5.1;3.4;1.5;0.2;3328
5.1;3.4;1.3;0.2;3329
4.7;3.0;1.6;0.4;3330
4.9;3.1;1.6;0.2;3331
5.3;3.4;1.5;0.5;3332
5.1;4.0;1.6;0.1;3333
5.5;4.1;1.5;0.3;3334
4.9;3.1;1.5;0.2;3335
4.9;3.1;1.3;0.2;3336
5.5;3.3;1.3;0.2;3337
4.8;3.2;1.5;0.1;3338
4.3;2.8;1.2;0.3;3339
5.1;3.3;1.3;0.2;3340
4.9;3.3;1.2;0.5;3341
4.3;2.2;1.3;0.3;3342
4.3;3.2;1.1;0.3;3343
4.9;3.5;1.6;0.8;3344
5.1;3.8;1.9;0.5;3345
4.6;2.9;1.4;0.4;3346
5.0;3.7;1.6;0.3;3347
4.6;3.1;1.4;0.3;3348
5.3;3.7;1.4;0.2;3349
6.9;3.1;4.7;1.6;3351
5.6;2.9;4.5;1.5;3367
5.8;3.2;4.6;1.8;3371
6.3;2.5;4.9;1.6;3373
6.0;2.9;4.4;1.6;3379
5.4;2.8;4.3;1.5;3385
5.8;2.9;4.3;1.3;3396
6.2;3.3;6.0;2.4;3401
5.8;2.8;5.0;2.0;3402
7.0;3.0;5.9;2.1;3403
6.3;2.9;5.5;1.7;3404
6.3;2.8;5.9;2.3;3405
7.4;2.8;6.6;2.0;3406
4.9;2.4;4.5;1.9;3407
7.1;2.8;6.3;1.8;3408
6.6;2.3;5.7;1.9;3409
7.2;3.5;6.0;2.5;3410
6.5;3.2;5.1;2.2;3411
6.4;2.7;5.4;1.9;3412
6.9;2.9;5.4;2.2;3413
5.6;2.6;4.9;2.0;3414
5.7;2.8;5.0;2.5;3415
6.4;3.0;5.3;2.3;3416
