examiner;id;species
Ahmad;2621;Iris-versicolor
Sobhan;2623;Iris-versicolor
Andrej;2628;Iris-versicolor
Sobhan;2631;Iris-versicolor
Matteo;2638;Iris-versicolor
Ahmad;2641;Iris-versicolor
Sobhan;2647;Iris-versicolor
Andrej;2648;Iris-versicolor
Sobhan;2651;Iris-virginica
Andrej;2652;Iris-virginica
Ahmad;2653;Iris-virginica
Matteo;2654;Iris-virginica
Sobhan;2655;Iris-virginica
Andrej;2656;Iris-virginica
Ahmad;2657;Iris-virginica
Matteo;2658;Iris-virginica
Sobhan;2659;Iris-virginica
Andrej;2660;Iris-virginica
Ahmad;2661;Iris-virginica
Matteo;2662;Iris-virginica
Sobhan;2663;Iris-virginica
Ahmad;2665;Iris-virginica
Matteo;2666;Iris-virginica
Sobhan;2667;Iris-virginica
Andrej;2668;Iris-virginica
Matteo;2670;Iris-virginica
Sobhan;2671;Iris-virginica
Andrej;2672;Iris-virginica
Ahmad;2673;Iris-virginica
Matteo;2674;Iris-virginica
Sobhan;2675;Iris-virginica
Andrej;2676;Iris-virginica
Ahmad;2677;Iris-virginica
Sobhan;2679;Iris-virginica
Andrej;2680;Iris-virginica
Ahmad;2681;Iris-virginica
Matteo;2682;Iris-virginica
Sobhan;2683;Iris-virginica
Andrej;2684;Iris-virginica
Ahmad;2685;Iris-virginica
Matteo;2686;Iris-virginica
Sobhan;2687;Iris-virginica
Andrej;2688;Iris-virginica
Ahmad;2689;Iris-virginica
Matteo;2690;Iris-virginica
Sobhan;2691;Iris-virginica
Andrej;2692;Iris-virginica
Ahmad;2693;Iris-virginica
Matteo;2694;Iris-virginica
Sobhan;2695;Iris-virginica
Andrej;2696;Iris-virginica
Ahmad;2697;Iris-virginica
Matteo;2698;Iris-virginica
Sobhan;2699;Iris-virginica
Andrej;2700;Iris-virginica
Sobhan;2701;Iris-setosa
Andrej;2702;Iris-setosa
Ahmad;2703;Iris-setosa
Matteo;2704;Iris-setosa
Sobhan;2705;Iris-setosa
Andrej;2706;Iris-setosa
Ahmad;2707;Iris-setosa
Matteo;2708;Iris-setosa
Sobhan;2709;Iris-setosa
Andrej;2710;Iris-setosa
Ahmad;2711;Iris-setosa
Sobhan;2713;Iris-setosa
Andrej;2714;Iris-setosa
Ahmad;2715;Iris-setosa
Matteo;2716;Iris-setosa
Sobhan;2717;Iris-setosa
Andrej;2718;Iris-setosa
Ahmad;2719;Iris-setosa
Matteo;2720;Iris-setosa
Sobhan;2721;Iris-setosa
Matteo;2724;Iris-setosa
Sobhan;2725;Iris-setosa
Andrej;2726;Iris-setosa
Ahmad;2727;Iris-setosa
Matteo;2728;Iris-setosa
Sobhan;2729;Iris-setosa
Andrej;2730;Iris-setosa
Ahmad;2731;Iris-setosa
Matteo;2732;Iris-setosa
Sobhan;2733;Iris-setosa
Andrej;2734;Iris-setosa
Ahmad;2735;Iris-setosa
Matteo;2736;Iris-setosa
Sobhan;2737;Iris-setosa
Andrej;2738;Iris-setosa
Ahmad;2739;Iris-setosa
Sobhan;2741;Iris-setosa
Andrej;2742;Iris-setosa
Ahmad;2743;Iris-setosa
Matteo;2744;Iris-setosa
Sobhan;2745;Iris-setosa
Andrej;2746;Iris-setosa
Ahmad;2747;Iris-setosa
Matteo;2748;Iris-setosa
Sobhan;2749;Iris-setosa
Ahmad;2751;Iris-versicolor
Andrej;2758;Iris-versicolor
Ahmad;2759;Iris-versicolor
Andrej;2766;Iris-versicolor
Ahmad;2767;Iris-versicolor
Sobhan;2769;Iris-versicolor
Sobhan;2781;Iris-versicolor
Andrej;2782;Iris-versicolor
Andrej;2786;Iris-versicolor
Ahmad;2799;Iris-versicolor
Sobhan;2801;Iris-virginica
Andrej;2802;Iris-virginica
Ahmad;2803;Iris-virginica
Matteo;2804;Iris-virginica
Andrej;2806;Iris-virginica
Matteo;2808;Iris-virginica
Sobhan;2809;Iris-virginica
Andrej;2810;Iris-virginica
Ahmad;2811;Iris-virginica
Matteo;2812;Iris-virginica
Sobhan;2813;Iris-virginica
Andrej;2814;Iris-virginica
Ahmad;2815;Iris-virginica
Matteo;2816;Iris-virginica
Sobhan;2817;Iris-virginica
Andrej;2818;Iris-virginica
Ahmad;2819;Iris-virginica
Matteo;2820;Iris-virginica
Sobhan;2821;Iris-virginica
Andrej;2822;Iris-virginica
Ahmad;2823;Iris-virginica
Matteo;2824;Iris-virginica
Sobhan;2825;Iris-virginica
Andrej;2826;Iris-virginica
Matteo;2828;Iris-virginica
Sobhan;2829;Iris-virginica
Ahmad;2831;Iris-virginica
Matteo;2832;Iris-virginica
Sobhan;2833;Iris-virginica
Andrej;2834;Iris-virginica
Ahmad;2835;Iris-virginica
Matteo;2836;Iris-virginica
Sobhan;2837;Iris-virginica
Andrej;2838;Iris-virginica
Ahmad;2839;Iris-virginica
Matteo;2840;Iris-virginica
Sobhan;2841;Iris-virginica
Andrej;2842;Iris-virginica
Ahmad;2843;Iris-virginica
Matteo;2844;Iris-virginica
Sobhan;2845;Iris-virginica
Andrej;2846;Iris-virginica
Ahmad;2847;Iris-virginica
Sobhan;2849;Iris-virginica
Andrej;2850;Iris-virginica
Andrej;2852;Iris-setosa
Ahmad;2853;Iris-setosa
Matteo;2854;Iris-setosa
Sobhan;2855;Iris-setosa
Andrej;2856;Iris-setosa
Ahmad;2857;Iris-setosa
Matteo;2858;Iris-setosa
Sobhan;2859;Iris-setosa
Andrej;2860;Iris-setosa
Ahmad;2861;Iris-setosa
Matteo;2862;Iris-setosa
Andrej;2864;Iris-setosa
Ahmad;2865;Iris-setosa
Matteo;2866;Iris-setosa
Sobhan;2867;Iris-setosa
Andrej;2868;Iris-setosa
Ahmad;2869;Iris-setosa
Matteo;2870;Iris-setosa
Sobhan;2871;Iris-setosa
Andrej;2872;Iris-setosa
Ahmad;2873;Iris-setosa
Sobhan;2875;Iris-setosa
Ahmad;2877;Iris-setosa
Sobhan;2879;Iris-setosa
Andrej;2880;Iris-setosa
Ahmad;2881;Iris-setosa
Sobhan;2883;Iris-setosa
Andrej;2884;Iris-setosa
Ahmad;2885;Iris-setosa
Matteo;2886;Iris-setosa
Sobhan;2887;Iris-setosa
Andrej;2888;Iris-setosa
Ahmad;2889;Iris-setosa
Matteo;2890;Iris-setosa
Sobhan;2891;Iris-setosa
Andrej;2892;Iris-setosa
Ahmad;2893;Iris-setosa
Matteo;2894;Iris-setosa
Sobhan;2895;Iris-setosa
Andrej;2896;Iris-setosa
Ahmad;2897;Iris-setosa
Sobhan;2899;Iris-setosa
Andrej;2900;Iris-setosa
Andrej;2916;Iris-versicolor
Sobhan;2923;Iris-versicolor
Andrej;2928;Iris-versicolor
Matteo;2934;Iris-versicolor
Ahmad;2937;Iris-versicolor
Sobhan;2939;Iris-versicolor
Matteo;2942;Iris-versicolor
Ahmad;2945;Iris-versicolor
Matteo;2950;Iris-versicolor
Sobhan;2951;Iris-virginica
Andrej;2952;Iris-virginica
Ahmad;2953;Iris-virginica
Matteo;2954;Iris-virginica
Sobhan;2955;Iris-virginica
Andrej;2956;Iris-virginica
Ahmad;2957;Iris-virginica
Sobhan;2959;Iris-virginica
Andrej;2960;Iris-virginica
Ahmad;2961;Iris-virginica
Matteo;2962;Iris-virginica
Andrej;2964;Iris-virginica
Ahmad;2965;Iris-virginica
Sobhan;2967;Iris-virginica
Andrej;2968;Iris-virginica
Ahmad;2969;Iris-virginica
Matteo;2970;Iris-virginica
Andrej;2972;Iris-virginica
Matteo;2974;Iris-virginica
Sobhan;2975;Iris-virginica
Andrej;2976;Iris-virginica
Ahmad;2977;Iris-virginica
Matteo;2978;Iris-virginica
Sobhan;2979;Iris-virginica
Andrej;2980;Iris-virginica
Ahmad;2981;Iris-virginica
Matteo;2982;Iris-virginica
Andrej;2984;Iris-virginica
Ahmad;2985;Iris-virginica
Matteo;2986;Iris-virginica
Sobhan;2987;Iris-virginica
Andrej;2988;Iris-virginica
Ahmad;2989;Iris-virginica
Matteo;2990;Iris-virginica
Sobhan;2991;Iris-virginica
Andrej;2992;Iris-virginica
Ahmad;2993;Iris-virginica
Matteo;2994;Iris-virginica
Andrej;2996;Iris-virginica
Ahmad;2997;Iris-virginica
Matteo;2998;Iris-virginica
Sobhan;2999;Iris-virginica
Andrej;3000;Iris-virginica
Sobhan;3001;Iris-setosa
Andrej;3002;Iris-setosa
Ahmad;3003;Iris-setosa
Matteo;3004;Iris-setosa
Sobhan;3005;Iris-setosa
Andrej;3006;Iris-setosa
Ahmad;3007;Iris-setosa
Matteo;3008;Iris-setosa
Ahmad;3011;Iris-setosa
Matteo;3012;Iris-setosa
Andrej;3014;Iris-setosa
Ahmad;3015;Iris-setosa
Matteo;3016;Iris-setosa
Sobhan;3017;Iris-setosa
Andrej;3018;Iris-setosa
Ahmad;3019;Iris-setosa
Matteo;3020;Iris-setosa
Andrej;3022;Iris-setosa
Ahmad;3023;Iris-setosa
Matteo;3024;Iris-setosa
Sobhan;3025;Iris-setosa
Andrej;3026;Iris-setosa
Sobhan;3029;Iris-setosa
Andrej;3030;Iris-setosa
Ahmad;3031;Iris-setosa
Matteo;3032;Iris-setosa
Sobhan;3033;Iris-setosa
Andrej;3034;Iris-setosa
Ahmad;3035;Iris-setosa
Matteo;3036;Iris-setosa
Sobhan;3037;Iris-setosa
Andrej;3038;Iris-setosa
Ahmad;3039;Iris-setosa
Sobhan;3041;Iris-setosa
Andrej;3042;Iris-setosa
Ahmad;3043;Iris-setosa
Matteo;3044;Iris-setosa
Sobhan;3045;Iris-setosa
Andrej;3046;Iris-setosa
Ahmad;3047;Iris-setosa
Matteo;3048;Iris-setosa
Sobhan;3049;Iris-setosa
Andrej;3050;Iris-setosa
Ahmad;3055;Iris-versicolor
Matteo;3064;Iris-versicolor
Ahmad;3071;Iris-versicolor
Sobhan;3077;Iris-versicolor
Ahmad;3079;Iris-versicolor
Andrej;3082;Iris-versicolor
Andrej;3086;Iris-versicolor
Ahmad;3095;Iris-versicolor
Sobhan;3101;Iris-virginica
Andrej;3102;Iris-virginica
Ahmad;3103;Iris-virginica
Matteo;3104;Iris-virginica
Sobhan;3105;Iris-virginica
Andrej;3106;Iris-virginica
Ahmad;3107;Iris-virginica
Matteo;3108;Iris-virginica
Sobhan;3109;Iris-virginica
Andrej;3110;Iris-virginica
Ahmad;3111;Iris-virginica
Matteo;3112;Iris-virginica
Sobhan;3113;Iris-virginica
Andrej;3114;Iris-virginica
Ahmad;3115;Iris-virginica
Matteo;3116;Iris-virginica
Sobhan;3117;Iris-virginica
Andrej;3118;Iris-virginica
Ahmad;3119;Iris-virginica
Matteo;3120;Iris-virginica
Sobhan;3121;Iris-virginica
Andrej;3122;Iris-virginica
Ahmad;3123;Iris-virginica
Matteo;3124;Iris-virginica
Sobhan;3125;Iris-virginica
Andrej;3126;Iris-virginica
Ahmad;3127;Iris-virginica
Matteo;3128;Iris-virginica
Sobhan;3129;Iris-virginica
Andrej;3130;Iris-virginica
Ahmad;3131;Iris-virginica
Matteo;3132;Iris-virginica
Sobhan;3133;Iris-virginica
Andrej;3134;Iris-virginica
Ahmad;3135;Iris-virginica
Matteo;3136;Iris-virginica
Sobhan;3137;Iris-virginica
Andrej;3138;Iris-virginica
Ahmad;3139;Iris-virginica
Matteo;3140;Iris-virginica
Sobhan;3141;Iris-virginica
Andrej;3142;Iris-virginica
Ahmad;3143;Iris-virginica
Matteo;3144;Iris-virginica
Sobhan;3145;Iris-virginica
Andrej;3146;Iris-virginica
Ahmad;3147;Iris-virginica
Matteo;3148;Iris-virginica
Sobhan;3149;Iris-virginica
Andrej;3150;Iris-virginica
Sobhan;3151;Iris-setosa
Ahmad;3153;Iris-setosa
Matteo;3154;Iris-setosa
Sobhan;3155;Iris-setosa
Andrej;3156;Iris-setosa
Ahmad;3157;Iris-setosa
Matteo;3158;Iris-setosa
Ahmad;3161;Iris-setosa
Matteo;3162;Iris-setosa
Sobhan;3163;Iris-setosa
Andrej;3164;Iris-setosa
Ahmad;3165;Iris-setosa
Matteo;3166;Iris-setosa
Sobhan;3167;Iris-setosa
Andrej;3168;Iris-setosa
Ahmad;3169;Iris-setosa
Matteo;3170;Iris-setosa
Sobhan;3171;Iris-setosa
Ahmad;3173;Iris-setosa
Matteo;3174;Iris-setosa
Sobhan;3175;Iris-setosa
Andrej;3176;Iris-setosa
Ahmad;3177;Iris-setosa
Matteo;3178;Iris-setosa
Sobhan;3179;Iris-setosa
Andrej;3180;Iris-setosa
Ahmad;3181;Iris-setosa
Matteo;3182;Iris-setosa
Sobhan;3183;Iris-setosa
Andrej;3184;Iris-setosa
Ahmad;3185;Iris-setosa
Matteo;3186;Iris-setosa
Andrej;3188;Iris-setosa
Matteo;3190;Iris-setosa
Sobhan;3191;Iris-setosa
Andrej;3192;Iris-setosa
Ahmad;3193;Iris-setosa
Matteo;3194;Iris-setosa
Andrej;3196;Iris-setosa
Ahmad;3197;Iris-setosa
Matteo;3198;Iris-setosa
Sobhan;3199;Iris-setosa
Andrej;3200;Iris-setosa
Sobhan;3223;Iris-versicolor
Andrej;3224;Iris-versicolor
Andrej;3244;Iris-versicolor
Matteo;3246;Iris-versicolor
Sobhan;3247;Iris-versicolor
Andrej;3248;Iris-versicolor
Sobhan;3251;Iris-virginica
Andrej;3252;Iris-virginica
Matteo;3254;Iris-virginica
Sobhan;3255;Iris-virginica
Ahmad;3257;Iris-virginica
Matteo;3258;Iris-virginica
Sobhan;3259;Iris-virginica
Andrej;3260;Iris-virginica
Ahmad;3261;Iris-virginica
Matteo;3262;Iris-virginica
Sobhan;3263;Iris-virginica
Andrej;3264;Iris-virginica
Ahmad;3265;Iris-virginica
Matteo;3266;Iris-virginica
Sobhan;3267;Iris-virginica
Ahmad;3269;Iris-virginica
Matteo;3270;Iris-virginica
Sobhan;3271;Iris-virginica
Andrej;3272;Iris-virginica
Ahmad;3273;Iris-virginica
Matteo;3274;Iris-virginica
Sobhan;3275;Iris-virginica
Andrej;3276;Iris-virginica
Ahmad;3277;Iris-virginica
Matteo;3278;Iris-virginica
Sobhan;3279;Iris-virginica
Andrej;3280;Iris-virginica
Ahmad;3281;Iris-virginica
Sobhan;3283;Iris-virginica
Andrej;3284;Iris-virginica
Ahmad;3285;Iris-virginica
Matteo;3286;Iris-virginica
Sobhan;3287;Iris-virginica
Andrej;3288;Iris-virginica
Ahmad;3289;Iris-virginica
Matteo;3290;Iris-virginica
Sobhan;3291;Iris-virginica
Andrej;3292;Iris-virginica
Ahmad;3293;Iris-virginica
Matteo;3294;Iris-virginica
Sobhan;3295;Iris-virginica
Andrej;3296;Iris-virginica
Ahmad;3297;Iris-virginica
Sobhan;3299;Iris-virginica
Andrej;3300;Iris-virginica
Sobhan;3301;Iris-setosa
Andrej;3302;Iris-setosa
Ahmad;3303;Iris-setosa
Matteo;3304;Iris-setosa
Sobhan;3305;Iris-setosa
Andrej;3306;Iris-setosa
Ahmad;3307;Iris-setosa
Matteo;3308;Iris-setosa
Sobhan;3309;Iris-setosa
Andrej;3310;Iris-setosa
Ahmad;3311;Iris-setosa
Matteo;3312;Iris-setosa
Sobhan;3313;Iris-setosa
Ahmad;3315;Iris-setosa
Matteo;3316;Iris-setosa
Sobhan;3317;Iris-setosa
Andrej;3318;Iris-setosa
Ahmad;3319;Iris-setosa
Matteo;3320;Iris-setosa
Sobhan;3321;Iris-setosa
Andrej;3322;Iris-setosa
Ahmad;3323;Iris-setosa
Matteo;3324;Iris-setosa
Sobhan;3325;Iris-setosa
Andrej;3326;Iris-setosa
Ahmad;3327;Iris-setosa
Matteo;3328;Iris-setosa
Sobhan;3329;Iris-setosa
Andrej;3330;Iris-setosa
Ahmad;3331;Iris-setosa
Matteo;3332;Iris-setosa
Sobhan;3333;Iris-setosa
Andrej;3334;Iris-setosa
Ahmad;3335;Iris-setosa
Matteo;3336;Iris-setosa
Sobhan;3337;Iris-setosa
Andrej;3338;Iris-setosa
Ahmad;3339;Iris-setosa
Matteo;3340;Iris-setosa
Sobhan;3341;Iris-setosa
Andrej;3342;Iris-setosa
Ahmad;3343;Iris-setosa
Matteo;3344;Iris-setosa
Sobhan;3345;Iris-setosa
Andrej;3346;Iris-setosa
Ahmad;3347;Iris-setosa
Matteo;3348;Iris-setosa
Sobhan;3349;Iris-setosa
Ahmad;3351;Iris-versicolor
Ahmad;3367;Iris-versicolor
Ahmad;3371;Iris-versicolor
Sobhan;3373;Iris-versicolor
Ahmad;3379;Iris-versicolor
Sobhan;3385;Iris-versicolor
Matteo;3396;Iris-versicolor
Sobhan;3401;Iris-virginica
Andrej;3402;Iris-virginica
Ahmad;3403;Iris-virginica
Matteo;3404;Iris-virginica
Sobhan;3405;Iris-virginica
Andrej;3406;Iris-virginica
Ahmad;3407;Iris-virginica
Matteo;3408;Iris-virginica
Sobhan;3409;Iris-virginica
Andrej;3410;Iris-virginica
Ahmad;3411;Iris-virginica
Matteo;3412;Iris-virginica
Sobhan;3413;Iris-virginica
Andrej;3414;Iris-virginica
Ahmad;3415;Iris-virginica
Matteo;3416;Iris-virginica
Sobhan;3417;Iris-virginica
Ahmad;3419;Iris-virginica
Matteo;3420;Iris-virginica
Sobhan;3421;Iris-virginica
Andrej;3422;Iris-virginica
Ahmad;3423;Iris-virginica
Matteo;3424;Iris-virginica
Sobhan;3425;Iris-virginica
Andrej;3426;Iris-virginica
Ahmad;3427;Iris-virginica
Matteo;3428;Iris-virginica
Sobhan;3429;Iris-virginica
Andrej;3430;Iris-virginica
Ahmad;3431;Iris-virginica
Matteo;3432;Iris-virginica
Sobhan;3433;Iris-virginica
Ahmad;3435;Iris-virginica
Matteo;3436;Iris-virginica
Sobhan;3437;Iris-virginica
Andrej;3438;Iris-virginica
Ahmad;3439;Iris-virginica
Matteo;3440;Iris-virginica
Sobhan;3441;Iris-virginica
Andrej;3442;Iris-virginica
Ahmad;3443;Iris-virginica
Matteo;3444;Iris-virginica
Sobhan;3445;Iris-virginica
Andrej;3446;Iris-virginica
Ahmad;3447;Iris-virginica
Matteo;3448;Iris-virginica
Sobhan;3449;Iris-virginica
Andrej;3450;Iris-virginica
Sobhan;3451;Iris-setosa
Andrej;3452;Iris-setosa
Ahmad;3453;Iris-setosa
Matteo;3454;Iris-setosa
Sobhan;3455;Iris-setosa
Ahmad;3457;Iris-setosa
Matteo;3458;Iris-setosa
Sobhan;3459;Iris-setosa
Ahmad;3461;Iris-setosa
Matteo;3462;Iris-setosa
Andrej;3464;Iris-setosa
Ahmad;3465;Iris-setosa
Matteo;3466;Iris-setosa
Sobhan;3467;Iris-setosa
Andrej;3468;Iris-setosa
Ahmad;3469;Iris-setosa
Matteo;3470;Iris-setosa
Sobhan;3471;Iris-setosa
Andrej;3472;Iris-setosa
Ahmad;3473;Iris-setosa
Matteo;3474;Iris-setosa
Sobhan;3475;Iris-setosa
Andrej;3476;Iris-setosa
Ahmad;3477;Iris-setosa
Matteo;3478;Iris-setosa
Sobhan;3479;Iris-setosa
Andrej;3480;Iris-setosa
Ahmad;3481;Iris-setosa
Matteo;3482;Iris-setosa
Sobhan;3483;Iris-setosa
Andrej;3484;Iris-setosa
Ahmad;3485;Iris-setosa
Matteo;3486;Iris-setosa
Sobhan;3487;Iris-setosa
Andrej;3488;Iris-setosa
Sobhan;3491;Iris-setosa
Andrej;3492;Iris-setosa
Matteo;3494;Iris-setosa
Sobhan;3495;Iris-setosa
Andrej;3496;Iris-setosa
Ahmad;3497;Iris-setosa
Matteo;3498;Iris-setosa
Sobhan;3499;Iris-setosa
Andrej;3500;Iris-setosa
Matteo;3510;Iris-versicolor
Andrej;3512;Iris-versicolor
Andrej;3540;Iris-versicolor
Andrej;3544;Iris-versicolor
Ahmad;3545;Iris-versicolor
Sobhan;3551;Iris-virginica
Andrej;3552;Iris-virginica
Ahmad;3553;Iris-virginica
Matteo;3554;Iris-virginica
Ahmad;3557;Iris-virginica
Matteo;3558;Iris-virginica
Andrej;3560;Iris-virginica
Ahmad;3561;Iris-virginica
Matteo;3562;Iris-virginica
Sobhan;3563;Iris-virginica
Andrej;3564;Iris-virginica
Ahmad;3565;Iris-virginica
Matteo;3566;Iris-virginica
Sobhan;3567;Iris-virginica
Andrej;3568;Iris-virginica
Ahmad;3569;Iris-virginica
Andrej;3572;Iris-virginica
Ahmad;3573;Iris-virginica
Matteo;3574;Iris-virginica
Sobhan;3575;Iris-virginica
Andrej;3576;Iris-virginica
Ahmad;3577;Iris-virginica
Matteo;3578;Iris-virginica
Sobhan;3579;Iris-virginica
Andrej;3580;Iris-virginica
Ahmad;3581;Iris-virginica
Matteo;3582;Iris-virginica
Sobhan;3583;Iris-virginica
Andrej;3584;Iris-virginica
Ahmad;3585;Iris-virginica
Matteo;3586;Iris-virginica
Sobhan;3587;Iris-virginica
Andrej;3588;Iris-virginica
Ahmad;3589;Iris-virginica
Matteo;3590;Iris-virginica
Sobhan;3591;Iris-virginica
Andrej;3592;Iris-virginica
Ahmad;3593;Iris-virginica
Matteo;3594;Iris-virginica
Ahmad;3597;Iris-virginica
Matteo;3598;Iris-virginica
Sobhan;3599;Iris-virginica
Andrej;3600;Iris-virginica
Sobhan;3601;Iris-setosa
Andrej;3602;Iris-setosa
Ahmad;3603;Iris-setosa
Matteo;3604;Iris-setosa
Andrej;3606;Iris-setosa
Ahmad;3607;Iris-setosa
Matteo;3608;Iris-setosa
Sobhan;3609;Iris-setosa
Andrej;3610;Iris-setosa
Ahmad;3611;Iris-setosa
Sobhan;3613;Iris-setosa
Andrej;3614;Iris-setosa
Matteo;3616;Iris-setosa
Sobhan;3617;Iris-setosa
Andrej;3618;Iris-setosa
Ahmad;3619;Iris-setosa
Matteo;3620;Iris-setosa
Sobhan;3621;Iris-setosa
Andrej;3622;Iris-setosa
Ahmad;3623;Iris-setosa
Matteo;3624;Iris-setosa
Sobhan;3625;Iris-setosa
Andrej;3626;Iris-setosa
Ahmad;3627;Iris-setosa
Matteo;3628;Iris-setosa
Sobhan;3629;Iris-setosa
Andrej;3630;Iris-setosa
Ahmad;3631;Iris-setosa
Matteo;3632;Iris-setosa
Sobhan;3633;Iris-setosa
Andrej;3634;Iris-setosa
Ahmad;3635;Iris-setosa
Matteo;3636;Iris-setosa
Sobhan;3637;Iris-setosa
Andrej;3638;Iris-setosa
Ahmad;3639;Iris-setosa
Matteo;3640;Iris-setosa
Sobhan;3641;Iris-setosa
Andrej;3642;Iris-setosa
Ahmad;3643;Iris-setosa
Matteo;3644;Iris-setosa
Sobhan;3645;Iris-setosa
Andrej;3646;Iris-setosa
Ahmad;3647;Iris-setosa
Sobhan;3649;Iris-setosa
Andrej;3650;Iris-setosa
Andrej;3658;Iris-versicolor
Ahmad;3659;Iris-versicolor
Sobhan;3661;Iris-versicolor
Matteo;3672;Iris-versicolor
Sobhan;3673;Iris-versicolor
Sobhan;3681;Iris-versicolor
Sobhan;3697;Iris-versicolor
Sobhan;3701;Iris-virginica
Andrej;3702;Iris-virginica
Ahmad;3703;Iris-virginica
Matteo;3704;Iris-virginica
Sobhan;3705;Iris-virginica
Andrej;3706;Iris-virginica
Ahmad;3707;Iris-virginica
Matteo;3708;Iris-virginica
Andrej;3710;Iris-virginica
Matteo;3712;Iris-virginica
Sobhan;3713;Iris-virginica
Andrej;3714;Iris-virginica
Ahmad;3715;Iris-virginica
Matteo;3716;Iris-virginica
Sobhan;3717;Iris-virginica
Andrej;3718;Iris-virginica
Ahmad;3719;Iris-virginica
Matteo;3720;Iris-virginica
Sobhan;3721;Iris-virginica
Andrej;3722;Iris-virginica
Sobhan;3725;Iris-virginica
Andrej;3726;Iris-virginica
Ahmad;3727;Iris-virginica
Matteo;3728;Iris-virginica
Sobhan;3729;Iris-virginica
Andrej;3730;Iris-virginica
Matteo;3732;Iris-virginica
Sobhan;3733;Iris-virginica
Andrej;3734;Iris-virginica
Ahmad;3735;Iris-virginica
Matteo;3736;Iris-virginica
Sobhan;3737;Iris-virginica
Andrej;3738;Iris-virginica
Ahmad;3739;Iris-virginica
Matteo;3740;Iris-virginica
Sobhan;3741;Iris-virginica
Andrej;3742;Iris-virginica
Ahmad;3743;Iris-virginica
Matteo;3744;Iris-virginica
Sobhan;3745;Iris-virginica
Andrej;3746;Iris-virginica
Ahmad;3747;Iris-virginica
Matteo;3748;Iris-virginica
Sobhan;3749;Iris-virginica
Andrej;3750;Iris-virginica
Sobhan;3751;Iris-setosa
Andrej;3752;Iris-setosa
Ahmad;3753;Iris-setosa
Matteo;3754;Iris-setosa
Sobhan;3755;Iris-setosa
Andrej;3756;Iris-setosa
Ahmad;3757;Iris-setosa
Matteo;3758;Iris-setosa
Sobhan;3759;Iris-setosa
Andrej;3760;Iris-setosa
Ahmad;3761;Iris-setosa
Matteo;3762;Iris-setosa
Sobhan;3763;Iris-setosa
Andrej;3764;Iris-setosa
Ahmad;3765;Iris-setosa
Matteo;3766;Iris-setosa
Sobhan;3767;Iris-setosa
Andrej;3768;Iris-setosa
Matteo;3770;Iris-setosa
Sobhan;3771;Iris-setosa
Andrej;3772;Iris-setosa
Ahmad;3773;Iris-setosa
Matteo;3774;Iris-setosa
Andrej;3776;Iris-setosa
Ahmad;3777;Iris-setosa
Matteo;3778;Iris-setosa
Sobhan;3779;Iris-setosa
Andrej;3780;Iris-setosa
Ahmad;3781;Iris-setosa
Matteo;3782;Iris-setosa
Sobhan;3783;Iris-setosa
Andrej;3784;Iris-setosa
Ahmad;3785;Iris-setosa
Sobhan;3787;Iris-setosa
Andrej;3788;Iris-setosa
Matteo;3790;Iris-setosa
Sobhan;3791;Iris-setosa
Andrej;3792;Iris-setosa
Ahmad;3793;Iris-setosa
Matteo;3794;Iris-setosa
Sobhan;3795;Iris-setosa
Andrej;3796;Iris-setosa
Ahmad;3797;Iris-setosa
Matteo;3826;Iris-versicolor
Sobhan;3831;Iris-versicolor
Matteo;3834;Iris-versicolor
Sobhan;3851;Iris-virginica
Andrej;3852;Iris-virginica
Matteo;3854;Iris-virginica
Sobhan;3855;Iris-virginica
Andrej;3856;Iris-virginica
Ahmad;3857;Iris-virginica
Sobhan;3859;Iris-virginica
Andrej;3860;Iris-virginica
Ahmad;3861;Iris-virginica
Matteo;3862;Iris-virginica
Sobhan;3863;Iris-virginica
Andrej;3864;Iris-virginica
Ahmad;3865;Iris-virginica
Matteo;3866;Iris-virginica
Sobhan;3867;Iris-virginica
Andrej;3868;Iris-virginica
Ahmad;3869;Iris-virginica
Matteo;3870;Iris-virginica
Sobhan;3871;Iris-virginica
Andrej;3872;Iris-virginica
Ahmad;3873;Iris-virginica
Matteo;3874;Iris-virginica
Sobhan;3875;Iris-virginica
Ahmad;3877;Iris-virginica
Matteo;3878;Iris-virginica
Sobhan;3879;Iris-virginica
Andrej;3880;Iris-virginica
Ahmad;3881;Iris-virginica
Matteo;3882;Iris-virginica
Sobhan;3883;Iris-virginica
Andrej;3884;Iris-virginica
Ahmad;3885;Iris-virginica
Matteo;3886;Iris-virginica
Sobhan;3887;Iris-virginica
Andrej;3888;Iris-virginica
Ahmad;3889;Iris-virginica
Matteo;3890;Iris-virginica
Sobhan;3891;Iris-virginica
Andrej;3892;Iris-virginica
Ahmad;3893;Iris-virginica
Matteo;3894;Iris-virginica
Sobhan;3895;Iris-virginica
Andrej;3896;Iris-virginica
Ahmad;3897;Iris-virginica
Matteo;3898;Iris-virginica
Sobhan;3899;Iris-virginica
Andrej;3900;Iris-virginica
Sobhan;3901;Iris-setosa
Andrej;3902;Iris-setosa
Ahmad;3903;Iris-setosa
Matteo;3904;Iris-setosa
Sobhan;3905;Iris-setosa
Andrej;3906;Iris-setosa
Ahmad;3907;Iris-setosa
Matteo;3908;Iris-setosa
Andrej;3910;Iris-setosa
Ahmad;3911;Iris-setosa
Matteo;3912;Iris-setosa
Sobhan;3913;Iris-setosa
